collection_day,collection_month,collection_year,location_address,location_county,location_latitude,location_longitude,location_town,tick_id,tick_infection_tested,tick_infection,full_address,latitude,longitude
26,6,2023,NW & PVC Camps- lower ball field,CARROLL,,,MIRROR LAKE,20231966,YES,NO,"NW & PVC Camps- lower ball field,MIRROR LAKE,CARROLL, USA",43.6228769,-71.2631087
10,7,2023,NW & PVC Camps- next to Abel's cabin,CARROLL,,,MIRROR LAKE,20231960,YES,NO,"NW & PVC Camps- next to Abel's cabin,MIRROR LAKE,CARROLL, USA",43.6228769,-71.2631087
16,8,2023,NW & PVC Camps- upper ball field,CARROLL,,,MIRROR LAKE,20231963,YES,NO,"NW & PVC Camps- upper ball field,MIRROR LAKE,CARROLL, USA",43.6228769,-71.2631087
23,6,2023,NW & PVC Camps,CARROLL,,,MIRROR LAKE,20231976,YES,NO,"NW & PVC Camps,MIRROR LAKE,CARROLL, USA",43.6228769,-71.2631087
23,6,2023,NW & PVC Camps,CARROLL,,,MIRROR LAKE,20231977,YES,NO,"NW & PVC Camps,MIRROR LAKE,CARROLL, USA",43.6228769,-71.2631087
25,6,2023,NW & PVC Camps,CARROLL,,,MIRROR LAKE,20231975,YES,NO,"NW & PVC Camps,MIRROR LAKE,CARROLL, USA",43.6228769,-71.2631087
6,7,2023,NW & PVC Camps,CARROLL,,,MIRROR LAKE,20231969,YES,NO,"NW & PVC Camps,MIRROR LAKE,CARROLL, USA",43.6228769,-71.2631087
19,7,2023,NW & PVC Camps,CARROLL,,,MIRROR LAKE,20231955,YES,NO,"NW & PVC Camps,MIRROR LAKE,CARROLL, USA",43.6228769,-71.2631087
1,8,2023,NW & PVC Camps,CARROLL,,,MIRROR LAKE,20231957,YES,NO,"NW & PVC Camps,MIRROR LAKE,CARROLL, USA",43.6228769,-71.2631087
4,8,2023,NW & PVC Camps,CARROLL,,,MIRROR LAKE,20231952,YES,NO,"NW & PVC Camps,MIRROR LAKE,CARROLL, USA",43.6228769,-71.2631087
16,8,2023,NW & PVC Camps,CARROLL,,,MIRROR LAKE,20231949,YES,NO,"NW & PVC Camps,MIRROR LAKE,CARROLL, USA",43.6228769,-71.2631087
16,8,2023,NW & PVC Camps,CARROLL,,,MIRROR LAKE,20231967,YES,NO,"NW & PVC Camps,MIRROR LAKE,CARROLL, USA",43.6228769,-71.2631087
27,6,2023,NW camp,CARROLL,,,MIRROR LAKE,20231982,YES,NO,"NW camp,MIRROR LAKE,CARROLL, USA",43.6228769,-71.2631087
28,6,2023,NW camp,CARROLL,,,MIRROR LAKE,20231989,YES,NO,"NW camp,MIRROR LAKE,CARROLL, USA",43.6228769,-71.2631087
28,6,2023,NW Camp,CARROLL,,,MIRROR LAKE,20231980,YES,NO,"NW Camp,MIRROR LAKE,CARROLL, USA",43.6228769,-71.2631087
5,7,2023,NW Camp,CARROLL,,,MIRROR LAKE,20231961,YES,NO,"NW Camp,MIRROR LAKE,CARROLL, USA",43.6228769,-71.2631087
14,7,2023,NW Camp,CARROLL,,,MIRROR LAKE,20231962,YES,NO,"NW Camp,MIRROR LAKE,CARROLL, USA",43.6228769,-71.2631087
23,7,2023,Oak Ridge Cut off & High Ridge Trails going to Mt. Shaw,GRAFTON,,,HOLDERNESS,20232178,YES,NO,"Oak Ridge Cut off & High Ridge Trails going to Mt. Shaw,HOLDERNESS,GRAFTON, USA",43.699031,-71.557623
11,9,2023,"Potter's House Playground, 1615 Maple Street",,,,HARTFORD_VT,20232005,YES,NO,"Potter's House Playground, 1615 Maple Street,HARTFORD_VT,nan, USA",43.6488351,-72.3193634
26,6,2023,PVC camp,CARROLL,,,MIRROR LAKE,20231974,YES,NO,"PVC camp,MIRROR LAKE,CARROLL, USA",43.6228769,-71.2631087
3,5,2023,Squam Range,GRAFTON,,,HOLDERNESS,20230307,YES,NO,"Squam Range,HOLDERNESS,GRAFTON, USA",43.699031,-71.557623
20,10,2023,W7865 Owl Lane Crivitz WI,,,,CRIVITZ_WI,20231994,YES,NO,"W7865 Owl Lane Crivitz WI,CRIVITZ_WI,nan, USA",45.2324,-88.0043
15,4,2023,Waldron Hill Road to Gould Road,MERRIMACK,,,WARNER,20230056,YES,NO,"Waldron Hill Road to Gould Road,WARNER,MERRIMACK, USA",43.26328,-71.753996
8,6,2023,"Wompatuck State Park, Union Street",,,,HINGHAM_MA,20232032,YES,NO,"Wompatuck State Park, Union Street,HINGHAM_MA,nan, USA",42.22799397,-70.85773833
14,9,2022,"Tommandend Park Second Street Pike and Maple Ave Southampton, PA18966",,40.180412,-75.034519,SOUTHAMPTON_PA,20221427,YES,YES,"Tommandend Park Second Street Pike and Maple Ave Southampton, PA18966,SOUTHAMPTON_PA,nan, USA",40.180412,-75.034519
16,5,2022,52 Birch Mountain Rd Ext,,41.766,-72.454,BOLTON_CT,20220265,YES,YES,"52 Birch Mountain Rd Ext,BOLTON_CT,nan, USA",41.766,-72.454
27,3,2022,Spaulding Town Forest,HILLSBOROUGH,42.76419536,-71.58963169,HOLLIS,20220002,YES,YES,"Spaulding Town Forest,HOLLIS,HILLSBOROUGH, USA",42.76419536,-71.58963169
16,6,2022,186 Deerfield Rd,MERRIMACK,,,ALLENSTOWN,20222262,YES,YES,"186 Deerfield Rd,ALLENSTOWN,MERRIMACK, USA",43.1598881,-71.3728727
9,10,2022,157 Deerfield Rd,MERRIMACK,,,ALLENSTOWN,20222265,YES,YES,"157 Deerfield Rd,ALLENSTOWN,MERRIMACK, USA",43.1603335,-71.375087
14,5,2022,NH Audubon 84 Silk Farm Rd Concord,MERRIMACK,43.179464,-71.574202,CONCORD,20220326,YES,YES,"NH Audubon 84 Silk Farm Rd Concord,CONCORD,MERRIMACK, USA",43.179464,-71.574202
22,5,2022,188 Hopkinton Rd Concord,MERRIMACK,43.195169,-71.601865,CONCORD,20220489,YES,YES,"188 Hopkinton Rd Concord,CONCORD,MERRIMACK, USA",43.1953466,-71.599671
17,2,2022,"Heritage Dr. Rollinsford, NH ",STRAFFORD,43.232919,-70.84836,ROLLINSFORD,20220001,YES,YES,"Heritage Dr. Rollinsford, NH,ROLLINSFORD,STRAFFORD, USA",43.2326851,-70.8480599
18,4,2022,95 Heritage Dr. Rollingsford,STRAFFORD,43.232919,-70.84836,ROLLINSFORD,20220077,YES,YES,"95 Heritage Dr. Rollingsford,ROLLINSFORD,STRAFFORD, USA",43.232919,-70.84836
22,5,2022,"138 Goshen Dr. Loudon, NH",MERRIMACK,43.303113,-71.472216,LOUDON,20220304,YES,YES,"138 Goshen Dr. Loudon, NH,LOUDON,MERRIMACK, USA",43.3032702,-71.4715636
8,5,2022,201 Tom berry Rd,BELKNAP,43.19473,-71.11632,BARNSTEAD,20220156,YES,YES,"201 Tom berry Rd,BARNSTEAD,BELKNAP, USA",43.3253356,-71.1970918
11,6,2022,850 Tattle Rd,,43.46737817,-72.62516959,READING_VT,20220638,YES,YES,"850 Tattle Rd,READING_VT,nan, USA",43.46737817,-72.62516959
6,10,2022,174 Calef Hill Road,BELKNAP,,,SANBORNTON,20222236,YES,YES,"174 Calef Hill Road,SANBORNTON,BELKNAP, USA",43.4692919,-71.6253426
7,4,2022,93 Powder Mill Rd Alton,BELKNAP,43.488726,-71.211017,ALTON,20220047,YES,YES,"93 Powder Mill Rd Alton,ALTON,BELKNAP, USA",43.487475,-71.2138598
15,4,2022,119 Threshing Mill Rd,BELKNAP,43.4914983,-71.60339136,SANBORNTON,20221289,YES,YES,"119 Threshing Mill Rd,SANBORNTON,BELKNAP, USA",43.492337,-71.6045184
19,5,2022,142 New Chester Rd,MERRIMACK,43.52016814,-71.69739917,HILL,20221113,YES,YES,"142 New Chester Rd,HILL,MERRIMACK, USA",43.5201863,-71.6972004
12,5,2022,32 Corliss Rd Alexandria NH,GRAFTON,,,ALEXANDRIA,20221924,YES,YES,"32 Corliss Rd Alexandria NH,ALEXANDRIA,GRAFTON, USA",43.5555945,-71.8086962
4,6,2022,Borough Rd,MERRIMACK,43.55535931,-71.76824732,HILL,20221106,YES,YES,"Borough Rd,HILL,MERRIMACK, USA",43.5651674,-71.7425551
8,5,2022,Borough Rd,MERRIMACK,43.55566303,-71.76816468,HILL,20220466,YES,YES,"Borough Rd,HILL,MERRIMACK, USA",43.5651674,-71.7425551
7,5,2022,"129 Lane Rd Laconia, NH",BELKNAP,43.568371,-71.494232,LACONIA,20220140,YES,YES,"129 Lane Rd Laconia, NH,LACONIA,BELKNAP, USA",43.5680809,-71.4938719
27,4,2022,"129 Lane Rd Laconia, NH",BELKNAP,43.568371,-71.494232,LACONIA,20220149,YES,YES,"129 Lane Rd Laconia, NH,LACONIA,BELKNAP, USA",43.5680809,-71.4938719
7,5,2022,"8 Dockham Shore Rd Gilford, NH",BELKNAP,,,GILFORD,20220937,YES,YES,"8 Dockham Shore Rd Gilford, NH,GILFORD,BELKNAP, USA",43.5840627,-71.4126887
25,3,2022,130 Edgewater Dr Gilford NH,BELKNAP,,,GILFORD,20221968,YES,YES,"130 Edgewater Dr Gilford NH,GILFORD,BELKNAP, USA",43.6105042,-71.4346234
12,10,2022,130 Edgewater Dr Gilford NH,BELKNAP,,,GILFORD,20221966,YES,YES,"130 Edgewater Dr Gilford NH,GILFORD,BELKNAP, USA",43.6105042,-71.4346234
29,6,2022,1 Northwoods Rd,CARROLL,43.63213722,-71.28644022,TUFTONBORO,20221690,YES,YES,"1 Northwoods Rd,TUFTONBORO,CARROLL, USA",43.6321735,-71.2871592
1,7,2022,1 Northwoods Rd,CARROLL,43.63213722,-71.28644022,TUFTONBORO,20221695,YES,YES,"1 Northwoods Rd,TUFTONBORO,CARROLL, USA",43.6321735,-71.2871592
13,11,2022,1372 Fowler River Road,GRAFTON,,,ALEXANDRIA,20222242,YES,YES,"1372 Fowler River Road,ALEXANDRIA,GRAFTON, USA",43.6370616,-71.8187376
28,11,2022,1941 dick brown rd bridgewater nh,GRAFTON,43.689231,-71.708976,BRIDGEWATER,20221955,YES,YES,"1941 dick brown rd bridgewater nh,BRIDGEWATER,GRAFTON, USA",43.6875726,-71.7086941
11,6,2022,"108 Greensboro Rd Hanover, NH",GRAFTON,43.69114,-72.24765,HANOVER,20220780,YES,YES,"108 Greensboro Rd Hanover, NH,HANOVER,GRAFTON, USA",43.6908226,-72.2475834
24,6,2022,Camp Deerwood,GRAFTON,43.72114484,-71.5497371,HOLDERNESS,20221265,YES,YES,"Camp Deerwood,HOLDERNESS,GRAFTON, USA",43.7265806,-71.5494833
21,5,2022,Camp Deerwood,GRAFTON,43.72114484,-71.5497371,HOLDERNESS,20222283,YES,YES,"Camp Deerwood,HOLDERNESS,GRAFTON, USA",43.7265806,-71.5494833
7,4,2022,74 Summit Rd Plymouth NH,GRAFTON,43.739173,-71.69795,PLYMOUTH,20220044,YES,YES,"74 Summit Rd Plymouth NH,PLYMOUTH,GRAFTON, USA",43.7379215,-71.6976153
8,11,2022,"73 Bennett Cove lane Holderness, NH 03245",GRAFTON,,,HOLDERNESS,20222043,YES,YES,"73 Bennett Cove lane Holderness, NH 03245,HOLDERNESS,GRAFTON, USA",43.7757477,-71.5498811
12,11,2022,"73 Bennett Cove lane Holderness, NH 03245",GRAFTON,,,HOLDERNESS,20222041,YES,YES,"73 Bennett Cove lane Holderness, NH 03245,HOLDERNESS,GRAFTON, USA",43.7757477,-71.5498811
8,11,2022,"73 Bennett Cove lane Holderness, NH 03245",GRAFTON,,,HOLDERNESS,20222042,YES,YES,"73 Bennett Cove lane Holderness, NH 03245,HOLDERNESS,GRAFTON, USA",43.7757477,-71.5498811
19,4,2022,"940 NH Rt. 113 Holderness, NH",GRAFTON,43.776394,-71.55003,HOLDERNESS,20220311,YES,YES,"940 NH Rt. 113 Holderness, NH,HOLDERNESS,GRAFTON, USA",43.776394,-71.55003
3,6,2022,50 Camp Pemi Rd,GRAFTON,43.88958742,-71.96905665,WENTWORTH,20221749,YES,YES,"50 Camp Pemi Rd,WENTWORTH,GRAFTON, USA",43.88958742,-71.96905665
12,4,2022,47 Learned farm rd Benton flats,GRAFTON,44.012476,-71.935455,PIKE,20220057,YES,YES,"47 Learned farm rd Benton flats,PIKE,GRAFTON, USA",44.012476,-71.935455
24,9,2022,Uddevalla Sweden,,58.352213,11.935506,UDDEVALLA_SWEDEN,20221485,YES,YES,"Uddevalla Sweden,UDDEVALLA_SWEDEN,nan, USA",58.352213,11.935506
12,11,2022,110 West Shaw Hill Rd Stowe VT,,,,STOWE_VT,20222116,YES,YES,"110 West Shaw Hill Rd Stowe VT,STOWE_VT,nan, USA",44.4643768,-72.6856197
17,10,2022,35 New salisbury RD,MERRIMACK,,,SALISBURY,20222039,YES,YES,"35 New salisbury RD,SALISBURY,MERRIMACK, USA",43.393134,-71.713533
27,10,2022,544 Fairground Rd plymouth,GRAFTON,,,PLYMOUTH,20222220,YES,YES,"544 Fairground Rd plymouth,PLYMOUTH,GRAFTON, USA",43.72985,-71.712663
24,4,2022,"cotton mt, livermore trail, holderness, nh",GRAFTON,,,HOLDERNESS,20222152,YES,YES,"cotton mt, livermore trail, holderness, nh,HOLDERNESS,GRAFTON, USA",43.699031,-71.557623
17,4,2022,From Lymans @ end of Thames Rd Gilford on Trial that ends @ Belknap.... ,BELKNAP,,,GILFORD,20221921,YES,YES,"From Lymans @ end of Thames Rd Gilford on Trial that ends @ Belknap....,GILFORD,BELKNAP, USA",43.50875704,-71.37707875
17,4,2022,From Lymans @ end of Thames Rd Gilford on Trial that ends @ Belknap.... ,BELKNAP,,,GILFORD,20222282,YES,YES,"From Lymans @ end of Thames Rd Gilford on Trial that ends @ Belknap....,GILFORD,BELKNAP, USA",43.50875704,-71.37707875
17,4,2022,Lymans property end of Thames Rd to BelMtn Rd Trail,BELKNAP,,,GILFORD,20221923,YES,YES,"Lymans property end of Thames Rd to BelMtn Rd Trail,GILFORD,BELKNAP, USA",43.50875704,-71.37707875
12,6,2022,Mt. Madison or Rumney,,,,,20220637,YES,YES,"Mt. Madison or Rumney,nan,nan, USA",44.3286,-71.2781
27,4,2022,,MERRIMACK,,,HILL,20220478,YES,YES,"nan,HILL,MERRIMACK, USA",43.53288,-71.76779
12,11,2022,,MERRIMACK,,,HILL,20221956,YES,YES,"nan,HILL,MERRIMACK, USA",43.53288,-71.76779
1,11,2022,,CARROLL,,,HULL_MA,20221958,YES,YES,"nan,HULL_MA,CARROLL, USA",42.30092248,-70.90903115
9,5,2022,,BELKNAP,,,NEW HAMPTON,20220407,YES,YES,"nan,NEW HAMPTON,BELKNAP, USA",43.560299,-71.712094
27,5,2022,SLNSC,GRAFTON,,,HOLDERNESS,20222197,YES,YES,"SLNSC,HOLDERNESS,GRAFTON, USA",43.73442,-71.591878
2,11,2022,"walking neighborhood, road, trail, grass, woods of 329 NH Rt.175 Holdneress NH",GRAFTON,,,HOLDERNESS,20222112,YES,YES,"walking neighborhood, road, trail, grass, woods of 329 NH Rt.175 Holdneress NH,HOLDERNESS,GRAFTON, USA",43.699031,-71.557623
28,5,2022,3308 Hollands Branch Rd Barboursville WV 25504,,38.385158,-82.289878,BARBOURSVILLE_WV,20220553,YES,NO,"3308 Hollands Branch Rd Barboursville WV 25504,BARBOURSVILLE_WV,nan, USA",38.385158,-82.289878
13,5,2022,6876 East Bend Rd Burlington KY 41005,,39.008019,-84.74497,BURLINGTON_KY,20220546,YES,NO,"6876 East Bend Rd Burlington KY 41005,BURLINGTON_KY,nan, USA",39.008019,-84.74497
3,4,2022,40 Bruce Rd Manchester,HILLSBOROUGH,43.001305,-71.444912,MANCHESTER,20220049,YES,NO,"40 Bruce Rd Manchester,MANCHESTER,HILLSBOROUGH, USA",43.0013626,-71.4451012
16,6,2022,,HILLSBOROUGH,43.05093692,-71.57714695,GOFFSTOWN,20220767,YES,NO,"nan,GOFFSTOWN,HILLSBOROUGH, USA",43.05093692,-71.57714695
29,9,2022,"492 River Rd Weare, NH",HILLSBOROUGH,43.063655,-71.653502,WEARE,20221484,YES,NO,"492 River Rd Weare, NH,WEARE,HILLSBOROUGH, USA",43.063513,-71.654664
12,5,2022,Bear Brook State Park,MERRIMACK,43.113512,-71.370713,ALLENSTOWN,20220188,YES,NO,"Bear Brook State Park,ALLENSTOWN,MERRIMACK, USA",43.1326791,-71.3531328
9,10,2022,157 Deerfield Rd,MERRIMACK,,,ALLENSTOWN,20222266,YES,NO,"157 Deerfield Rd,ALLENSTOWN,MERRIMACK, USA",43.1603335,-71.375087
1,4,2022,95 Heritage Dr. Rollingsford,STRAFFORD,43.232919,-70.84836,ROLLINSFORD,20220066,YES,NO,"95 Heritage Dr. Rollingsford,ROLLINSFORD,STRAFFORD, USA",43.232919,-70.84836
13,9,2022,"Barnes Park Claremont, NH Dog ran a way for 3 days",SULLIVAN,43.379514,-72.337061,CLAREMONT,20221426,YES,NO,"Barnes Park Claremont, NH Dog ran a way for 3 days,CLAREMONT,SULLIVAN, USA",43.379514,-72.337061
23,6,2022,70 Hayfield Rd New London NH,MERRIMACK,43.391319,-72.019759,NEW LONDON,20220941,YES,NO,"70 Hayfield Rd New London NH,NEW LONDON,MERRIMACK, USA",43.391319,-72.019759
27,5,2022,70 Hayfield Rd New London NH,MERRIMACK,43.391319,-72.019759,NEW LONDON,20220940,YES,NO,"70 Hayfield Rd New London NH,NEW LONDON,MERRIMACK, USA",43.391319,-72.019759
18,4,2022,70 Hayfield Rd New London NH,MERRIMACK,43.391319,-72.019759,NEW LONDON,20220092,YES,NO,"70 Hayfield Rd New London NH,NEW LONDON,MERRIMACK, USA",43.391319,-72.019759
1,10,2022,45 Circle Dr Franklin NH,MERRIMACK,43.400115,-71.687153,FRANKLIN,20221483,YES,NO,"45 Circle Dr Franklin NH,FRANKLIN,MERRIMACK, USA",43.3973335,-71.6886979
6,10,2022,Cogswell Mt ,BELKNAP,43.43020029,-71.32207655,GILMANTON,20221523,YES,NO,"Cogswell Mt,GILMANTON,BELKNAP, USA",43.4227857,-71.3247285
17,4,2022,"126 Sherwood Dr Tilton, NH 03276",BELKNAP,43.458139,-71.580408,TILTON,20220101,YES,NO,"126 Sherwood Dr Tilton, NH 03276,TILTON,BELKNAP, USA",43.4580062,-71.5800036
10,6,2022,,BELKNAP,43.478,-71.3311,GILMANTON,20220927,YES,NO,"nan,GILMANTON,BELKNAP, USA",43.478,-71.3311
6,6,2022,93 Powder Mill Rd Alton,BELKNAP,43.488726,-71.211017,ALTON,20220501,YES,NO,"93 Powder Mill Rd Alton,ALTON,BELKNAP, USA",43.487475,-71.2138598
6,5,2022,119 Threshing Mill Rd,BELKNAP,43.4914983,-71.60339136,SANBORNTON,20221305,YES,NO,"119 Threshing Mill Rd,SANBORNTON,BELKNAP, USA",43.492337,-71.6045184
25,10,2022,119 Threshing Mill Road,BELKNAP,,,SANBORNTON,20222238,YES,NO,"119 Threshing Mill Road,SANBORNTON,BELKNAP, USA",43.492337,-71.6045184
30,5,2022,142 New Chester Rd,MERRIMACK,43.52016814,-71.69739917,HILL,20221107,YES,NO,"142 New Chester Rd,HILL,MERRIMACK, USA",43.5201863,-71.6972004
28,5,2022,142 New Chester Rd,MERRIMACK,43.52016814,-71.69739917,HILL,20221105,YES,NO,"142 New Chester Rd,HILL,MERRIMACK, USA",43.5201863,-71.6972004
24,6,2022,129 Lane Rd Laconia,BELKNAP,43.568371,-71.494232,LACONIA,20221200,YES,NO,"129 Lane Rd Laconia,LACONIA,BELKNAP, USA",43.5680809,-71.4938719
28,6,2022,129 Lane Rd Laconia,BELKNAP,43.568371,-71.494232,LACONIA,20221203,YES,NO,"129 Lane Rd Laconia,LACONIA,BELKNAP, USA",43.5680809,-71.4938719
29,6,2022,129 Lane Rd Laconia,BELKNAP,43.568371,-71.494232,LACONIA,20221202,YES,NO,"129 Lane Rd Laconia,LACONIA,BELKNAP, USA",43.5680809,-71.4938719
6,5,2022,"129 Lane Rd Laconia, NH",BELKNAP,43.568371,-71.494232,LACONIA,20220145,YES,NO,"129 Lane Rd Laconia, NH,LACONIA,BELKNAP, USA",43.5680809,-71.4938719
9,5,2022,Lane Road,BELKNAP,,,LACONIA,20222281,YES,NO,"Lane Road,LACONIA,BELKNAP, USA",43.568396,-71.4926852
24,7,2022,1 Northwoods Rd,CARROLL,43.63213722,-71.28644022,TUFTONBORO,20221723,YES,NO,"1 Northwoods Rd,TUFTONBORO,CARROLL, USA",43.6321735,-71.2871592
2,10,2022,1372 Fowler River Road,GRAFTON,,,ALEXANDRIA,20222235,YES,NO,"1372 Fowler River Road,ALEXANDRIA,GRAFTON, USA",43.6370616,-71.8187376
13,11,2022,1372 Fowler River Road,GRAFTON,,,ALEXANDRIA,20222241,YES,NO,"1372 Fowler River Road,ALEXANDRIA,GRAFTON, USA",43.6370616,-71.8187376
12,10,2022,Bear Island,BELKNAP,43.6382492,-71.39863298,MEREDITH,20221532,YES,NO,"Bear Island,MEREDITH,BELKNAP, USA",43.6428085,-71.3994829
4,6,2022,1941 Dick Brown Road,GRAFTON,43.68834826,-71.70934742,BRIDGEWATER,20221281,YES,NO,"1941 Dick Brown Road,BRIDGEWATER,GRAFTON, USA",43.6875726,-71.7086941
28,10,2022,167 highland st,GRAFTON,,,ASHLAND,20222063,YES,NO,"167 highland st,ASHLAND,GRAFTON, USA",43.7057088,-71.6351183
27,10,2022,167 Highland St,GRAFTON,,,ASHLAND,20222044,YES,NO,"167 Highland St,ASHLAND,GRAFTON, USA",43.7057088,-71.6351183
10,6,2022,"98 Caverly Rd Moultonboro, NH",CARROLL,43.711252,-71.323052,MOULTONBOROUGH,20220947,YES,NO,"98 Caverly Rd Moultonboro, NH,MOULTONBOROUGH,CARROLL, USA",43.711252,-71.323052
22,5,2022,601 Daniel Webster Hwy Plymouth,GRAFTON,43.718904,-71.663123,PLYMOUTH,20220533,YES,NO,"601 Daniel Webster Hwy Plymouth,PLYMOUTH,GRAFTON, USA",43.7132896,-71.6583564
2,6,2022,"Squam Lake Science center/ 79 Irish Setter Lane Gilford, NH",GRAFTON,43.734172,-71.593209,HOLDERNESS,20220923,YES,NO,"Squam Lake Science center/ 79 Irish Setter Lane Gilford, NH,HOLDERNESS,GRAFTON, USA",43.734172,-71.593209
7,4,2022,74 Summit Rd Plymouth NH,GRAFTON,43.739173,-71.69795,PLYMOUTH,20220045,YES,NO,"74 Summit Rd Plymouth NH,PLYMOUTH,GRAFTON, USA",43.7379215,-71.6976153
30,10,2022,"73 Bennett Cove lane Holderness, NH 03245",GRAFTON,,,HOLDERNESS,20222045,YES,NO,"73 Bennett Cove lane Holderness, NH 03245,HOLDERNESS,GRAFTON, USA",43.7757477,-71.5498811
4,5,2022,"351 Schoolhouse Rd Ctr Sandwich, NH",CARROLL,43.776665,-71.432919,SANDWICH,20220136,YES,NO,"351 Schoolhouse Rd Ctr Sandwich, NH,SANDWICH,CARROLL, USA",43.776665,-71.432919
28,4,2022,Doublehead Mtn off Rt. 113,CARROLL,43.803704,-71.525304,SANDWICH,20220312,YES,NO,"Doublehead Mtn off Rt. 113,SANDWICH,CARROLL, USA",43.803704,-71.525304
23,6,2022,"Camp Cody, 9 Cody Road",CARROLL,43.81277104,-71.14479326,FREEDOM,20221474,YES,NO,"Camp Cody, 9 Cody Road,FREEDOM,CARROLL, USA",43.81277104,-71.14479326
1,5,2022,Gave map of hike,GRAFTON,43.886547,-71.699146,CAMPTON,20220119,YES,NO,"Gave map of hike,CAMPTON,GRAFTON, USA",43.886547,-71.699146
25,4,2022,157 Fairground Rd Plymouth,GRAFTON,,,PLYMOUTH,20222153,YES,NO,"157 Fairground Rd Plymouth,PLYMOUTH,GRAFTON, USA",43.72985,-71.712663
6,11,2022,2 Mather Terrace Montpelier VT,CARROLL,,,MONTPELIER_VT,20221960,YES,NO,"2 Mather Terrace Montpelier VT,MONTPELIER_VT,CARROLL, USA",44.2602244,-72.5750364
12,10,2022,35 New salisbury RD,MERRIMACK,,,SALISBURY,20222038,YES,NO,"35 New salisbury RD,SALISBURY,MERRIMACK, USA",43.393134,-71.713533
8,9,2022,"554 Broom Rd Sparta, TN 38583",,,,SPARTA_TN,20222113,YES,NO,"554 Broom Rd Sparta, TN 38583,SPARTA_TN,nan, USA",35.9259,-85.4641
1,10,2022,"850 Tattle St. Reading, VT",,,,READING_VT,20221920,YES,NO,"850 Tattle St. Reading, VT,READING_VT,nan, USA",43.4672342,-72.6234695
21,8,2022,Bow NH or Chincoteague VA,,,,,20221965,YES,NO,"Bow NH or Chincoteague VA,nan,nan, USA",43.133,-71.527
19,10,2022,Franklin Falls playground NH,MERRIMACK,,,FRANKLIN,20221489,YES,NO,"Franklin Falls playground NH,FRANKLIN,MERRIMACK, USA",43.39710627,-71.68846242
,11,2022,Governers Island Gilford ,BELKNAP,,,GILFORD,20221979,YES,NO,"Governers Island Gilford,GILFORD,BELKNAP, USA",43.50875704,-71.37707875
20,10,2022,,MERRIMACK,,,ANDOVER,20221486,YES,NO,"nan,ANDOVER,MERRIMACK, USA",43.467116,-71.711529
14,6,2022,,GRAFTON,,,LEBANON,20220768,YES,NO,"nan,LEBANON,GRAFTON, USA",43.63556,-72.29588
27,9,2022,,,,,WILDER_VT,20222117,YES,NO,"nan,WILDER_VT,nan, USA",43.6729268,-72.309343
10,6,2022,Squam range,CARROLL,,,SANDWICH,20221005,YES,NO,"Squam range,SANDWICH,CARROLL, USA",43.776096,-71.525813
7,6,2022,"walking neighborhood, road, trail, grass, woods of 329 NH Rt.175 Holdneress NH",GRAFTON,,,HOLDERNESS,20222080,YES,NO,"walking neighborhood, road, trail, grass, woods of 329 NH Rt.175 Holdneress NH,HOLDERNESS,GRAFTON, USA",43.699031,-71.557623
8,6,2022,"walking neighborhood, road, trail, grass, woods of 329 NH Rt.175 Holdneress NH",GRAFTON,,,HOLDERNESS,20222081,YES,NO,"walking neighborhood, road, trail, grass, woods of 329 NH Rt.175 Holdneress NH,HOLDERNESS,GRAFTON, USA",43.699031,-71.557623
11,6,2022,"walking neighborhood, road, trail, grass, woods of 329 NH Rt.175 Holdneress NH",GRAFTON,,,HOLDERNESS,20222083,YES,NO,"walking neighborhood, road, trail, grass, woods of 329 NH Rt.175 Holdneress NH,HOLDERNESS,GRAFTON, USA",43.699031,-71.557623
15,11,2021,,,,,,20215083,YES,YES,"nan,nan,nan, USA",-4.5271203,120.2077887
25,5,2021,40 Kingsbury RD Norfolk MA,,42.122114,-71.374717,NORFOLK_MA,20211632,YES,YES,"40 Kingsbury RD Norfolk MA,NORFOLK_MA,nan, USA",42.122114,-71.374717
23,11,2021,McCormick Rd,,42.29626491,-71.98244732,SPENCER_MA,20214040,YES,YES,"McCormick Rd,SPENCER_MA,nan, USA",42.29626491,-71.98244732
18,6,2021,39 Briarwood Rd,HILLSBOROUGH,42.7287818,,PELHAM,20211069,YES,YES,"39 Briarwood Rd,PELHAM,HILLSBOROUGH, USA",42.7287818,
6,6,2021,35 Tinker Road,HILLSBOROUGH,42.808396,-71.525439,MERRIMACK,20210656,YES,YES,"35 Tinker Road,MERRIMACK,HILLSBOROUGH, USA",42.8024215,-71.5128539
14,3,2021,10 Orchard View Dr Amherst,HILLSBOROUGH,42.882907,-71.601592,AMHERST,2021011,YES,YES,"10 Orchard View Dr Amherst,AMHERST,HILLSBOROUGH, USA",42.8804916,-71.6009129
,10,2021,241 Spofford Rd Auburn NH,ROCKINGHAM,42.975827,-71.357131,AUBURN,20213534,YES,YES,"241 Spofford Rd Auburn NH,AUBURN,ROCKINGHAM, USA",42.9765062,-71.3552914
,10,2021,241 Spofford Rd Auburn NH,ROCKINGHAM,42.975827,-71.357131,AUBURN,20213535,YES,YES,"241 Spofford Rd Auburn NH,AUBURN,ROCKINGHAM, USA",42.9765062,-71.3552914
